app_name,app_category,Y,size_unkown_unit,downloads_unstandardized,reviews_count,free_paid,price_if_paid,age_rating,app_tags,release_date,app_version,compatible_os_version
Smash Hit,GAME,4.5,4147718,79M,"100,000,000+",Free,0,Everyone,Arcade,"November 26, 2015",1.4.0,2.3 and up
Tuner - gStrings Free,TOOLS,4.5,214265,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"June 4, 2018",Varies with device,Varies with device
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788460,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"July 30, 2018",Varies with device,Varies with device
ESPN,SPORTS,4.2,521081,Varies with device,"10,000,000+",Free,0,Everyone 10+,Sports,"July 19, 2018",Varies with device,5.0 and up
ES File Explorer File Manager,PRODUCTIVITY,4.6,5378795,16M,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",4.1.8.2.2,4.0 and up
Firefox Browser fast & private,COMMUNICATION,4.4,3075096,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"July 10, 2018",Varies with device,Varies with device
E*TRADE Mobile,FINANCE,3.9,10657,58M,"1,000,000+",Free,0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up
Maps & GPS Navigation OsmAnd+,TRAVEL_AND_LOCAL,4.3,15209,Varies with device,"100,000+",Paid,$8.99,Everyone,Travel & Local,"August 1, 2018",Varies with device,Varies with device
Microsoft Outlook,PRODUCTIVITY,4.3,3249518,50M,"100,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",2.2.194,4.4 and up
Pinterest,SOCIAL,4.6,4300936,Varies with device,"100,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
theScore esports,SPORTS,4.5,16257,14M,"500,000+",Free,0,Everyone 10+,Sports,"February 3, 2017",2.8,4.1 and up
Gmail,COMMUNICATION,4.3,4604324,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,Varies with device
Maps - Navigate & Explore,TRAVEL_AND_LOCAL,4.3,9231613,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 1, 2018",Varies with device,Varies with device
Wish - Shopping Made Fun,SHOPPING,4.5,6200739,15M,"100,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
Synd e-Passbook,FINANCE,4.3,9400,6.1M,"1,000,000+",Free,0,Everyone,Finance,"May 12, 2016",1.09,2.2 and up
Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,56642847,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
Facebook Lite,SOCIAL,4.3,8595964,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device
Offroad Pickup Truck F,FAMILY,4.3,4551,79M,"500,000+",Free,0,Everyone,Simulation,"December 26, 2017",1.0,2.3 and up
Super Car F. Mod for MCPE,GAME,3.6,214,4.9M,"50,000+",Free,0,Everyone,Adventure,"July 19, 2018",3.0.1,4.2 and up
imo beta free calls and text,COMMUNICATION,4.3,659395,11M,"100,000,000+",Free,0,Everyone,Communication,"June 7, 2018",9.8.000000010492,4.0 and up
f'east,LIFESTYLE,3.8,38,4.8M,"5,000+",Free,0,Everyone,Lifestyle,"April 17, 2018",2.6.3,4.0 and up
F-Sim Space Shuttle,FAMILY,4.4,5427,Varies with device,"100,000+",Paid,$4.99,Everyone,Simulation,"January 28, 2014",Varies with device,Varies with device
Geometry Dash World,GAME,4.6,759838,63M,"10,000,000+",Free,0,Everyone,Arcade,"December 22, 2017",1.03,4.0 and up
PUBG MOBILE,GAME,4.4,3697174,36M,"50,000,000+",Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device
Granny,GAME,4.5,1128805,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
Google,TOOLS,4.4,8021623,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
Rolling G Sky,GAME,3.6,2065,25M,"100,000+",Free,0,Everyone,Adventure,"January 25, 2017",1.0,2.3.3 and up
Wrestling Revolution 3D,SPORTS,4.3,989344,51M,"50,000,000+",Free,0,Teen,Sports,"July 23, 2018",1.640,4.0 and up
G-Switch,GAME,3.8,4116,8.8M,"100,000+",Free,0,Everyone,Action,"September 1, 2015",1.3.4,2.3 and up
G-SHOCK Connected,LIFESTYLE,3.0,543,94M,"50,000+",Free,0,Everyone,Lifestyle,"July 2, 2018",1.4.1(0629A),5.0 and up
Go,PERSONALIZATION,4.6,89,11M,"5,000+",Paid,$0.99,Everyone,Personalization,"October 21, 2017",1.6.1,4.0.3 and up
G-NetWiFi Pro,TOOLS,3.3,6,1.5M,100+,Paid,$5.99,Everyone,Tools,"June 18, 2018",3.2,4.0 and up
HSPA+ Tweaker (3G booster),TOOLS,4.3,99290,3.9M,"5,000,000+",Free,0,Everyone,Tools,"December 5, 2017",3.1 Release b2,2.3 and up
H&M,LIFESTYLE,3.7,41917,14M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up
DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4.3,123,1.9M,"5,000+",Free,0,Everyone,Tools,"September 30, 2017",1.2,4.0 and up
most expensive app (H),FAMILY,4.3,6,1.5M,100+,Paid,$399.99,Everyone,Entertainment,"July 16, 2018",1.0,7.0 and up
H TV,FAMILY,4.3,103064,5.6M,"5,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up
RC City Police Heavy Traffic Racer,GAME,4.4,3250,27M,"1,000,000+",Free,0,Everyone,Racing,"July 19, 2018",1.2,4.0 and up
"Alphabet ""H"" Passcode Lock Screen",PERSONALIZATION,4.5,2,3.0M,100+,Free,0,Everyone,Personalization,"December 21, 2017",1.0,4.1 and up
Larry H Miller Automotive,PRODUCTIVITY,3.1,67,8.3M,"10,000+",Free,0,Everyone,Productivity,"July 18, 2018",3.5.3,4.0.3 and up
My Android Device S/W & H/W,FAMILY,4.5,681,2.8M,"50,000+",Free,0,Everyone,Education,"November 20, 2015",1.1,2.3 and up
Force LTE Only,TOOLS,4.1,10426,7.2M,"1,000,000+",Free,0,Everyone,Tools,"February 4, 2018",1.4,4.0 and up
Talking Ginger,FAMILY,4.2,1752017,52M,"100,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",2.5.6.11,4.1 and up
Mobile Number Tracker,TOOLS,3.9,19758,2.9M,"5,000,000+",Free,0,Everyone,Tools,"January 14, 2018",2.7,4.0 and up
imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up
POF Free Dating App,SOCIAL,4.2,1175188,Varies with device,"50,000,000+",Free,0,Mature 17+,Social,"July 31, 2018",Varies with device,Varies with device
Skype - free IM & video calls,COMMUNICATION,4.1,10484169,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
LINE I Love Coffee,FAMILY,4.0,250257,50M,"5,000,000+",Free,0,Everyone,Simulation,"November 16, 2016",1.1.5,2.3.3 and up
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132015,25M,"10,000,000+",Free,0,Everyone,Communication,"July 18, 2018",6.1,4.2 and up
"Fame Boom for Real Followers, Likes",SOCIAL,4.7,896118,6.6M,"5,000,000+",Free,0,Everyone,Social,"October 9, 2017",1.3.0,4.1 and up
Turbo FAST,FAMILY,4.3,1329008,97M,"50,000,000+",Free,0,Everyone,Racing;Action & Adventure,"October 4, 2017",2.1.20,2.3.3 and up
Keyboard for Sony Xperia J,PERSONALIZATION,4.1,797,6.7M,"50,000+",Free,0,Everyone,Personalization,"July 29, 2018",1.279.13.98,4.0.3 and up
Harris J Lyrics,FAMILY,4.7,36,7.1M,"1,000+",Free,0,Everyone,Entertainment,"March 12, 2018",1.3,4.0.3 and up
Smart TV Remote,TOOLS,3.5,81747,9.1M,"10,000,000+",Free,0,Everyone,Tools,"May 26, 2018",3.8.2,4.1 and up
BTS J-Hope Wallpaper KPOP Fans HD,PERSONALIZATION,4.7,98,3.4M,"10,000+",Free,0,Everyone,Personalization,"May 19, 2018",1.1.1,4.0 and up
BTS j-hope LINE Launcher theme,PERSONALIZATION,4.9,934,3.8M,"10,000+",Free,0,Everyone,Personalization,"October 17, 2014",4.1,4.0.3 and up
K Health,HEALTH_AND_FITNESS,4.1,290,40M,"50,000+",Free,0,Teen,Health & Fitness,"July 22, 2018",1.7.2992,4.1 and up
K-@ Mail Pro - Email App,COMMUNICATION,4.2,1603,Varies with device,"10,000+",Paid,$4.99,Everyone,Communication,"July 23, 2016",Varies with device,Varies with device
[Substratum] K-Manager for K-Klock,PERSONALIZATION,4.5,14,11M,"1,000+",Free,0,Everyone,Personalization,"July 31, 2018",31,7.0 and up
KPOP Amino for K-Pop Entertainment,SOCIAL,4.8,19047,63M,"100,000+",Free,0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up
Math Games for Pre-K - Grade 4,FAMILY,4.6,28,23M,"1,000+",Paid,$1.99,Everyone,Education;Education,"January 13, 2014",1.02,2.2 and up
"Niche: College, K-12, and Neighborhood Search",LIFESTYLE,4.0,42,26M,"5,000+",Free,0,Everyone,Lifestyle,"July 6, 2018",1.0.1,4.4 and up
"K-Spapp, the K-Space app",FAMILY,4.8,39,3.6M,"1,000+",Free,0,Everyone,Education,"February 9, 2017",1.53,4.0.3 and up
"Math Quiz Free: Grades K,1,2,3",FAMILY,4.3,159,13M,"10,000+",Free,0,Everyone,Education;Education,"February 3, 2015",1.0,4.0 and up
Daily K-Talk,FAMILY,4.3,264,60M,"10,000+",Free,0,Everyone,Education,"July 31, 2018",v8[1.0.10],2.3 and up
"LiveMe - Video chat, new friends, and make money",SOCIAL,4.5,456866,Varies with device,"10,000,000+",Free,0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,972256,20M,"50,000,000+",Free,0,Teen,Shopping,"August 2, 2018",2.4.8,4.1 and up
Last Day on Earth: Survival,GAME,4.5,2308916,87M,"10,000,000+",Free,0,Teen,Action,"August 1, 2018",1.9.3,4.1 and up
Calculator L,PRODUCTIVITY,4.5,2965,2.4M,"100,000+",Free,0,Everyone,Productivity,"May 10, 2015",1.1.3,4.3 and up
Lollipop Keyboard L Pro,PERSONALIZATION,3.6,5525,2.6M,"500,000+",Free,0,Everyone,Personalization,"June 6, 2016",1.6,2.3 and up
Clock L,PERSONALIZATION,3.9,2852,5.4M,"100,000+",Free,0,Everyone,Personalization,"September 7, 2015",1.3,4.0 and up
Dialer theme Droid L,PERSONALIZATION,4.3,1734,2.8M,"100,000+",Free,0,Mature 17+,Personalization,"April 2, 2016",4.0,4.0.3 and up
Je Parle ANGLAIS - Apprendre l’anglais Audio cours,FAMILY,4.4,499,27M,"100,000+",Free,0,Everyone,Education,"March 13, 2018",2.4,4.0.3 and up
M Launcher -Marshmallow 6.0,PERSONALIZATION,4.4,37234,7.3M,"1,000,000+",Free,0,Everyone,Personalization,"March 22, 2018",1.4.9,4.1 and up
MEGA,PRODUCTIVITY,4.0,549214,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"July 4, 2018",Varies with device,Varies with device
360-M Flight,TOOLS,3.9,84,24M,"10,000+",Free,0,Everyone,Tools,"December 14, 2017",2.18,4.0.3 and up
Free WiFi Connect,COMMUNICATION,3.9,167229,9.7M,"10,000,000+",Free,0,Everyone,Communication,"March 31, 2018",8.1,4.1 and up
m-Faisaa,FINANCE,4.0,142,6.2M,"10,000+",Free,0,Everyone,Finance,"July 13, 2018",5.3,4.0.3 and up
Diabetes:M,MEDICAL,4.6,15537,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device
N Launcher Pro - Nougat 7.0,PERSONALIZATION,4.3,2538,6.4M,"100,000+",Paid,$2.99,Everyone,Personalization,"March 23, 2018",1.5.1,4.1 and up
Cook'n Recipe App,LIFESTYLE,3.4,552,22M,"10,000+",Free,0,Everyone,Lifestyle,"August 2, 2018",3.0.4,4.4 and up
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23M,"10,000,000+",Free,0,Everyone 10+,Arcade,"January 31, 2018",3.6,2.3 and up
Traps n' Gemstones,GAME,4.5,413,9.1M,"1,000+",Paid,$4.99,Everyone,Adventure,"May 17, 2017",1.04,4.0.3 and up
Guns'n'Glory Premium,FAMILY,4.4,3570,21M,"100,000+",Paid,$2.99,Everyone 10+,Strategy,"September 22, 2017",1.8.1,2.3.3 and up
Mopar Drag N Brag,GAME,4.2,30630,17M,"1,000,000+",Free,0,Everyone,Racing,"May 25, 2015",1.2.5,4.1 and up
Fantastic Chefs: Match 'n Cook,FAMILY,4.7,8600,91M,"500,000+",Free,0,Everyone,Puzzle,"July 27, 2018",1.0.7,4.0.3 and up
Car Parking Crane N Drifting,FAMILY,4.2,106,71M,"50,000+",Free,0,Everyone,Simulation,"February 26, 2018",1.8,4.0.3 and up
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33M,"100,000+",Free,0,Teen,Casino,"July 27, 2018",1.15.0,4.0.3 and up
Jump'N'Shoot Attack,GAME,4.1,155,32M,"1,000+",Paid,$2.49,Everyone,Arcade,"May 26, 2018",1.2,4.1 and up
Opera Mini - fast web browser,COMMUNICATION,4.5,5150801,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"July 19, 2018",Varies with device,Varies with device
The Noise-O-Meter,FAMILY,4.0,1699,72M,"100,000+",Free,0,Everyone,Entertainment;Music & Video,"October 18, 2017",1.0.1.24,4.3 and up
Drink-O-Tron The Drinking Game,GAME,4.1,140,45M,"50,000+",Free,0,Mature 17+,Card,"May 31, 2017",1.64,4.0.3 and up
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up
P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51M,"1,000+",Free,0,Everyone,Personalization,"May 6, 2018",1.0.3,4.1 and up
Theme Android P Design for LG V30,PERSONALIZATION,4.2,35,5.2M,500+,Paid,$1.49,Everyone,Personalization,"April 26, 2018",1.33,7.0 and up
P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7M,"50,000+",Free,0,Everyone,Personalization,"April 13, 2018",1.4,4.1 and up
Android P Wallpapers,PERSONALIZATION,3.6,53,2.0M,"5,000+",Free,0,Everyone,Personalization,"February 12, 2018",1,4.0.3 and up
Parallel Space - Multiple accounts & Two face,PERSONALIZATION,4.6,3062845,7.4M,"100,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",4.0.8552,4.0.3 and up
Materialistic P Wallpapers,PERSONALIZATION,4.8,24,3.6M,"1,000+",Free,0,Everyone,Personalization,"August 3, 2018",2.244,5.0 and up
Android P Rotation,TOOLS,4.5,502,2.0M,"10,000+",Free,0,Everyone,Tools,"July 15, 2018",1.5,5.0 and up
Offroad Car Q,FAMILY,4.1,24668,40M,"1,000,000+",Free,0,Everyone,Simulation,"August 4, 2016",1.0.2,2.3.3 and up
Q Link Wireless Zone,PRODUCTIVITY,4.0,2194,17M,"500,000+",Free,0,Everyone,Productivity,"March 8, 2018",2.0.4,4.4 and up
Q Avatar (Avatar Maker),COMICS,4.4,2012,3.6M,"100,000+",Free,0,Everyone,Comics,"March 4, 2017",1.3.5,2.3 and up
Q-See QC View,TOOLS,3.1,657,21M,"100,000+",Free,0,Everyone,Tools,"January 19, 2018",3.49.0202,4.0.3 and up
ROBLOX,FAMILY,4.5,4443407,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
R Programming Language,FAMILY,3.8,39,2.9M,"1,000+",Free,0,Everyone,Education,"December 21, 2017",1.0,4.2 and up
GT-R R35 Drift Simulator,FAMILY,4.4,1852,62M,"100,000+",Free,0,Everyone,Simulation,"October 31, 2017",1.0,2.3 and up
R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5.0,4,3.9M,"1,000+",Free,0,Everyone,Books & Reference,"March 15, 2018",1.0.0,4.1 and up
R Studio,SHOPPING,3.7,23,8.9M,"5,000+",Free,0,Everyone,Shopping,"July 8, 2016",2.1.1,4.0.3 and up
S Player - Lightest and Most Powerful Video Player,TOOLS,4.6,14224,7.1M,"1,000,000+",Free,0,Everyone,Tools,"October 12, 2017",1.0.98_ww,2.3 and up
Type S LED,LIFESTYLE,3.5,628,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,"August 14, 2017",Varies with device,4.3 and up
Samsung Smart Switch Mobile,TOOLS,4.3,146913,24M,"100,000,000+",Free,0,Everyone,Tools,"July 18, 2018",3.5.02.15,4.0 and up
T-Mobile,TOOLS,4.3,482630,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
AT&T Mobile Transfer,PRODUCTIVITY,4.6,22775,26M,"10,000,000+",Free,0,Everyone,Productivity,"July 31, 2018",3.8.2,4.4 and up
T-Mobile® FamilyMode™,PARENTING,3.1,103,28M,"10,000+",Free,0,Everyone,Parenting,"June 29, 2018",1.0.2-alpha4,4.4 and up
Showtime Anytime,FAMILY,3.7,18522,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 2, 2018",Varies with device,Varies with device
AT&T Call Protect,COMMUNICATION,4.2,6454,15M,"5,000,000+",Free,0,Everyone,Communication,"May 3, 2018",1.5.13-3598,5.0 and up
"Please, Don't Touch Anything",FAMILY,4.4,1771,46M,"10,000+",Paid,$4.99,Teen,Puzzle,"April 20, 2016",1.1.0,2.3 and up
AT&T DriveMode,MAPS_AND_NAVIGATION,3.3,8465,8.9M,"10,000,000+",Free,0,Everyone,Maps & Navigation,"May 3, 2018",1.0.4.3,4.1 and up
Please Don't Touch Anything 3D,FAMILY,4.2,146,20M,"5,000+",Paid,$5.99,Teen,Puzzle,"December 7, 2016",1.1,4.4 and up
Don't Panic with Andrew J.,BOOKS_AND_REFERENCE,4.5,124,Varies with device,"5,000+",Paid,$2.99,Everyone,Books & Reference,"August 25, 2015",Varies with device,Varies with device
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648765,3.3M,"100,000,000+",Free,0,Teen,Communication,"July 18, 2018",11.4.0,4.0 and up
Kicker U,LIFESTYLE,4.1,124,37M,"5,000+",Paid,$3.99,Everyone,Lifestyle,"June 13, 2018",3.04,4.0.3 and up
U Pull It Auto Dismantler,BUSINESS,3.1,71,1.9M,"10,000+",Free,0,Everyone,Business,"May 14, 2013",1.0,1.6 and up
U get - Wireless Speed Test,TOOLS,4.2,26,2.2M,"5,000+",Free,0,Everyone,Tools,"June 4, 2018",1.3.5,4.0 and up
U Assist - Screen Mirroring & Sharing App,PRODUCTIVITY,4.0,198,3.5M,"50,000+",Free,0,Everyone,Productivity,"January 26, 2017",2.0.16,2.3 and up
U of I Community Credit Union,FINANCE,3.7,52,13M,"5,000+",Free,0,Everyone,Finance,"May 4, 2018",4.16.10,4.4 and up
U-Report,SOCIAL,4.3,241,7.5M,"10,000+",Free,0,Teen,Social,"April 10, 2018",2.8.4,4.0.3 and up
U-Craft Mobile,FAMILY,4.2,11404,30M,"100,000+",Free,0,Everyone,Strategy,"September 11, 2017",1.0.14,4.0.3 and up
Alarmy (Sleep If U Can) - Pro,LIFESTYLE,4.8,10249,Varies with device,"10,000+",Paid,$2.49,Everyone,Lifestyle,"July 30, 2018",Varies with device,Varies with device
Pocket U ASW,FAMILY,3.9,93,28M,"10,000+",Free,0,Everyone,Education,"July 25, 2018",3.0.6,4.2 and up
V LIVE - Star Live App,FAMILY,4.4,397147,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device
VMate,VIDEO_PLAYERS,4.2,192677,17M,"50,000,000+",Free,0,Teen,Video Players & Editors,"August 3, 2018",1.78,4.0.3 and up
Viber Messenger,COMMUNICATION,4.3,11335481,Varies with device,"500,000,000+",Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
Vigo Video,VIDEO_PLAYERS,4.3,1615418,Varies with device,"50,000,000+",Free,0,Teen,Video Players & Editors,"August 3, 2018",Varies with device,4.0.3 and up
Mirk V Launcher Theme,PERSONALIZATION,4.5,292,7.9M,"10,000+",Free,0,Everyone,Personalization,"March 15, 2017",v1.0.50,2.3 and up
The grand theft V Wallpaper,PERSONALIZATION,3.8,87,4.3M,"10,000+",Free,0,Everyone 10+,Personalization,"June 5, 2018",1.1,4.0.3 and up
V Bucks ProTips New,SOCIAL,4.7,594,3.6M,"1,000+",Free,0,Everyone,Social,"July 19, 2018",1.0,2.1 and up
Cheats for GTA V,FAMILY,4.2,450,5.9M,"100,000+",Free,0,Everyone,Entertainment,"July 29, 2018",6,4.0 and up
V BTS Wallpaper,PERSONALIZATION,4.7,127,9.5M,"5,000+",Free,0,Everyone,Personalization,"May 4, 2018",8.0,3.0 and up
Grand Stickman Cover V,GAME,4.0,1744,37M,"100,000+",Free,0,Mature 17+,Action,"May 19, 2018",1.0.1,4.1 and up
DRAGON QUEST V,FAMILY,4.7,1667,17M,"10,000+",Paid,$14.99,Teen,Role Playing,"August 1, 2018",1.0.3,2.3 and up
WeChat,COMMUNICATION,4.2,5387631,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device
Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,4.6,2915189,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,"August 1, 2018",Varies with device,Varies with device
W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3.8,11,2.9M,500+,Paid,$1.99,Everyone,Weather,"April 23, 2018",1.0,4.1 and up
"Waze - GPS, Maps, Traffic Alerts & Live Navigation",MAPS_AND_NAVIGATION,4.6,7231017,Varies with device,"100,000,000+",Free,0,Everyone,Maps & Navigation,"July 29, 2018",Varies with device,Varies with device
LINE WEBTOON - Free Comics,COMICS,4.5,1013944,Varies with device,"10,000,000+",Free,0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device
Weather & Clock Widget for Android,WEATHER,4.4,2371543,11M,"50,000,000+",Free,0,Everyone,Weather,"June 4, 2018",5.9.4.0,4.0.3 and up
WIFI WPS WPA TESTER,TOOLS,4.3,352097,6.7M,"10,000,000+",Free,0,Everyone,Tools,"June 12, 2018",3.8.5,4.0 and up
"App Lock: Locker w/ fingerprint, Parental Control",TOOLS,4.5,37607,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"April 4, 2018",Varies with device,Varies with device
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,4.4,1162331,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device
Lock Screen Phone X Style OS 11,TOOLS,4.4,1166,13M,"100,000+",Free,0,Everyone,Tools,"March 26, 2018",8.8,4.3 and up
Flashlight X,TOOLS,4.6,20418,4.3M,"1,000,000+",Free,0,Everyone,Tools,"April 8, 2018",4.54,4.0 and up
iSwipe Phone X,TOOLS,4.7,58366,6.3M,"1,000,000+",Free,0,Everyone,Tools,"December 7, 2017",1.0,4.1 and up
X Launcher Prime: With OS Style Theme & No Ads,ART_AND_DESIGN,4.7,149,3.5M,"1,000+",Paid,$1.99,Everyone,Art & Design,"July 30, 2018",1.2.2,4.1 and up
X Back - Icon Pack,PERSONALIZATION,4.5,56,26M,"10,000+",Paid,$0.99,Everyone,Personalization,"June 29, 2018",1.6.2,4.1 and up
Flexiroam X,TRAVEL_AND_LOCAL,4.0,875,21M,"100,000+",Free,0,Everyone,Travel & Local,"August 3, 2018",3.5.3,4.1 and up
X-Wing Squadron Builder,FAMILY,4.6,5898,50M,"100,000+",Free,0,Everyone,Entertainment,"August 1, 2017",3.3.8.03082017,1.6 and up
YouTube Studio,VIDEO_PLAYERS,4.3,436170,Varies with device,"10,000,000+",Free,0,Teen,Video Players & Editors,"June 28, 2018",Varies with device,Varies with device
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188345,16M,"100,000,000+",Free,0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up
Antivirus & Mobile Security,TOOLS,4.6,351267,5.0M,"10,000,000+",Free,0,Everyone,Tools,"February 9, 2018",3.1.0,4.0 and up
PBS KIDS Video,FAMILY,4.2,36214,Varies with device,"5,000,000+",Free,0,Everyone,Education;Music & Video,"July 12, 2018",Varies with device,Varies with device
YouTube Gaming,FAMILY,4.2,130549,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"June 27, 2018",2.08.78.2,4.1 and up
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591610,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device
GO Launcher - 3D parallax Themes & HD Wallpapers,PERSONALIZATION,4.5,7464996,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",Varies with device,Varies with device
Zello PTT Walkie Talkie,SOCIAL,4.4,695576,Varies with device,"50,000,000+",Free,0,Everyone,Social,"August 2, 2018",Varies with device,Varies with device
Moto Z Market,TOOLS,2.2,605,3.8M,"1,000,000+",Free,0,Everyone,Tools,"December 18, 2017",02.02.0045,5.0 and up
Z Camera,PHOTOGRAPHY,3.8,142,7.7M,"10,000+",Free,0,Everyone,Photography,"April 8, 2016",1.8,4.0 and up
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,272172,13M,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 21, 2018",1.0.2,4.2 and up
Angry Birds POP Bubble Shooter,FAMILY,4.5,596628,99M,"10,000,000+",Free,0,Everyone,Casual,"August 2, 2018",3.39.0,4.1 and up
A-B repeater,VIDEO_PLAYERS,4.4,32,239k,"5,000+",Free,0,Everyone,Video Players & Editors,"May 18, 2018",1.8,3.0 and up
"ABS Workout - Belly workout, 30 days AB",HEALTH_AND_FITNESS,4.8,5103,Varies with device,"100,000+",Free,0,Everyone,Health & Fitness,"July 13, 2018",2.0.5,4.0.3 and up
5 Minute Ab Workouts,HEALTH_AND_FITNESS,4.6,2067,8.4M,"50,000+",Free,0,Everyone,Health & Fitness,"May 18, 2018",2.0.4,4.1 and up
AB Screen Recorder,TOOLS,4.2,533,5.0M,"10,000+",Free,0,Everyone,Tools,"October 2, 2017",2.8,5.0 and up
Air conditioner remote control,TOOLS,3.4,29854,5.0M,"1,000,000+",Free,0,Everyone,Tools,"July 19, 2017",5.0,2.3 and up
Carrier Air Conditioner,TOOLS,2.5,362,7.8M,"100,000+",Free,0,Everyone,Tools,"January 15, 2018",v67_slk3.0_20180115_01,4.0 and up
AC Troubleshooter,TOOLS,4.7,147,4.2M,"10,000+",Free,0,Everyone,Tools,"January 8, 2015",1.3,3.0 and up
AC Remote for Daikin - NOW FREE,TOOLS,3.5,383,26M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
AC Remote for Midea - NOW FREE,TOOLS,4.0,448,26M,"100,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,2.1M,"10,000+",Free,0,Everyone,Business,"October 28, 2014",1.0,4.1 and up
